X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
,,230209332,way,6,,hospital,,,,,54266729,,,,d19bb7832924499ba1578eac7698a36b,,,,,,,2,,2017/12/02 11:28:51,,,SAFB13,,,,,,
67.0648464304464,24.8981275892251,5147825920,node,10,,hospital,,,,,52627676,,,,6bda8201b4974f67a72787dbb3dd4266,,,,,,,1,,2017/10/04 14:51:07,Karim Bux Nursing Hostal,,Arshan Arshan,,,,,,
74.3270584329448,31.5427406816933,4387287290,node,10,,doctors,,,,,41957092,,,,c28acb47650843b5a9b274f9d4b5930d,,,,,,,1,,2016/09/06 14:47:36,Chohan Clinic,,AliChughtai,,,,,,
67.0560076297309,24.864496962941,5133026894,node,10,,clinic,,,,,54933035,,,,07c62fa54da04d998fd009cb5450e26a,,,,,,,2,,2017/12/26 15:53:12,Moosani Dental Surgery,,Splasher,,,,,,
67.0756863267256,24.9347093997975,5146930683,node,10,,clinic,,,,,52618311,,,,4571d239f0e746f1bf21fa7aeb5223d4,,,,,,,1,,2017/10/04 08:43:24,Aga Khan Dispensary Salimabad,,Syed Zeeshan Ahmed90,,,,,,
67.1018527844145,24.922907344853,4793731858,node,10,,hospital,,,,,47786497,,,,de6d599900604c53a49c4f2dd9d0373e,,,,,,,1,,2017/04/14 16:44:16,Dr Azhra Hospital,,Imran999,,,,,,
73.1519128419901,32.3735583608323,5507599315,node,13,,hospital,,,,,60478955,,,,eb596426f5d5407ca177a8c013649c56,,,,,,,2,,2018/07/06 22:47:09,Hospital,,سامبا,,,,,hospital,
72.4600680394772,34.5060866924655,6536727726,node,17,,doctors,orthopaedics,,,,71095724,,,,c1f659e89bc3416fb9d62b5e5f2f5547,,,,,,,1,,2019/06/10 10:02:56,Dr Dil Raj,,Azam Hussain,,,,,doctor,
74.1475264488713,32.3070131742523,2961536114,node,24,,hospital,general,,Dr. Amin,,72958899,,,,d50849305f8940a9b02f2ac8abc071b3,,,,,,,4,yes,2019/08/02 23:17:42,Fatima Hospital,,dcguj,,,,,hospital,
71.6726531960752,29.4072836292722,4923820119,node,10,,clinic,,,,,49659846,,,,9e4fe9f4d703426b954f1242bb8ea95b,,,,,,,1,,2017/06/19 08:11:17,Sadia Tariq Clinic,,Imran999,,,,,,
67.0641948212937,24.8899421578619,4779033041,node,10,,clinic,,,,,51032701,,,,39c3a9ef689340bcacf79dfe0c025e1c,,,,,,,2,,2017/08/11 12:38:43,Kara Medical Clinic,,Imran999,,,,,,
67.0880997576874,24.8748403990952,4788607083,node,10,,pharmacy,,,,,52817368,,,,de01a5012ed6432793d7be8199068342,,,,,,,2,,2017/10/11 09:25:19,Pak Medico Store,,Splasher,,,,,,
73.5813686197215,32.4299104826011,4366015691,node,6,,hospital,,,,,41683485,,,,18b84eabd50643e992c899ce5b62323b,,,,,,,1,,2016/08/25 09:52:05,,,Tasawar Rasheed,,,,,,
,,531275744,way,13,,hospital,,,,,52801136,,,,ac3988318f9141858dcaf49012184b77,,,,,,,2,,2017/10/10 17:43:52,Tehsil Head Quatar Hospital Jahanian,,zainabid736,,,,,hospital,
66.8848938424717,25.0271752866655,5314852221,node,13,,hospital,,,,,55078018,,,,ebb75973cb9f44d4a108fb69ea2be789,,,,,,,1,,2018/01/01 15:03:35,Zahid Medical Centre & Maternity Home,,Syed Zeeshan Ahmed90,,,,,hospital,
73.1376356948575,31.4387683696058,5267889391,node,13,,hospital,,,,,54400033,,,,d88e979ee56c43baa39ab8c4e570c9d7,,,,,,,1,,2017/12/06 12:49:16,United Hospital,,Syed Zeeshan Ahmed90,,,,,hospital,
71.4440614298129,30.2029480255966,444356921,node,10,,hospital,,,,,9406289,,,,bce31eee333447fe820db50f596fa72e,,,,,,,3,,2011/09/26 21:54:32,Nishtar Medical College,,krasul,,,,,,
67.0349164982325,24.821564268153,5133405491,node,10,,hospital,,,,,54932893,,,,364b7758761e4cd59de9b04718ea1699,,,,,,,5,,2017/12/26 15:46:59,"Doctors Plaza, The Plaza",,Splasher,,,,,,
74.8710533366374,32.1011777721919,4258681192,node,13,,pharmacy,,,,,40208151,,,,0211d1697fb646fe951d61361e2a747f,,Mo-Su 08:30-20:15,,,,,1,,2016/06/22 15:22:29,Safdar Medical Store,,Uzairafzal,,,,,,
66.9322261982354,24.9642733781188,5312348466,node,13,,pharmacy,,,,,55040820,,,,7660e85051e74f1b8cf97b3ea042b4ef,,,,,,,1,,2017/12/30 17:56:20,Waqar Medical Store,,Splasher,,,,,pharmacy,
67.0606277347601,24.9161594937032,5286054986,node,13,,hospital,,,,,55127167,,,,67c5f230c46e47858e1a4b2aa9f84645,,,,,,,2,,2018/01/03 12:06:14,Kosar Medical Center,,Syed Zeeshan Ahmed90,,,,,hospital,
67.0726782293146,24.9602613801648,5117635011,node,10,,pharmacy,,,,,52214384,,,,dc30c7277ad341f3a1ade5893f8259df,,,,,,,1,,2017/09/20 15:17:45,Al Hammed Medical Store,,Arshan Arshan,,,,,,
73.1065098326988,33.5617869291744,1423658185,node,10,,pharmacy,,,,,9214274,,,,12d402c781c84d6e99094c919df02856,,,,,,,2,,2011/09/05 04:50:45,Hearts Pharmacy,,ihsaan,,,,,,
67.0309409615573,24.9170289485194,5128052897,node,10,,hospital,,,,,55333477,,,,019db9ef78bc40348c7a0117b71320df,,,,,,,4,,2018/01/10 20:23:30,Karachi Psychiatric Hospital,,Splasher,,,,,,
67.0215581753258,24.8147033451294,4785000935,node,10,,dentist,,,,,54593905,,,,c68cc77e12044e678dc03be0562bec44,,,,,,,4,,2017/12/13 11:53:08,Altamash Institute of Dental Medicine,,Splasher,,,,,,
71.9336371624276,34.5817722606372,5312436429,node,10,,pharmacy,,,,,55042558,,,,4194d58aee114f8f89c5eb216d39bfa9,,,,,,,1,,2017/12/30 19:05:17,SAJID MEDICAL STORE,,Changaiz Khan,,,,,,
67.1276442357556,25.0162401719662,5069109836,node,10,,hospital,,,,,51576986,,,,80b597049cf14cf3b302b0ef33c60b72,,,,,,,1,,2017/08/30 12:36:26,Faiz E Aam General Hospital And Maternity,,Draculaa,,,,,,
67.0672683813684,24.8818666970684,4777144240,node,10,,pharmacy,,,,,47481719,,,,31b82c285f054eacb51d4f8adf0024ab,,,,,,,1,,2017/04/05 16:24:30,Homeopathic Pharmacy,,Imran999,,,,,,
68.3567469872853,25.3711978457486,1088992109,node,10,,hospital,,,,,10536914,,,,820e7b54c67749fb89e83fe47fc7f224,,,,,,,4,,2012/01/30 06:22:34,DOCTORS PLAZA,,sultanbaig,,,,,,
73.6099490655245,33.0249328202524,5533146521,node,10,,hospital,,,,,57860790,,,,a8ef0aacea164ec2a39ca30e7fba6949,,,,,,,1,,2018/04/06 10:17:33,Primary Health Center,,Nmn Ahmad,,,,,,
67.0140082598613,25.0900219584701,5134471725,node,10,,hospital,,,,,52779358,,,,c3122e7d94424483b891d780b2290106,,,,,,,2,,2017/10/10 06:01:08,Shifa ul Mulk Memorial Hospital,,Hashaam,,,,,,
74.3030328809644,31.4748635268799,5334281221,node,10,,hospital,,,,,55368976,,,,41439041e0e046329cabc5c2a6b88849,,,,,,,1,,2018/01/12 03:24:15,Al-Nasar,,issrar khalid,,,,,,
67.0684839249666,24.9669404997086,5084136016,node,10,,pharmacy,,,,,52099215,,,,27026c80d85b41d9adfff07bb657ed06,,,,,,,2,,2017/09/16 16:19:25,Jameel Medicos,,Splasher,,,,,,
71.5427746843922,32.5817047374166,4327680649,node,10,,hospital,,,,,41122622,,,,59215d20e1484dd4b4f7016fcc75e571,,,,,,,1,,2016/07/30 07:15:05,Umar Pharmacy,,sunny00000000,,,,,,
74.3512744217653,31.5380943413071,5255279607,node,17,,hospital,,,,,54197862,,,,380e719973cc4309bb16d29766668ef5,,,,,,,1,yes,2017/11/30 07:44:05,Surgimed Hospital Lahore,,SAFB13,,,,,hospital,
67.0942555950161,24.9324403347894,4739833631,node,10,,clinic,,,,,46929110,,,,d75695bb7bd74cca840a10b1de6d439d,,,,,,,1,,2017/03/17 14:02:57,Sailani Medical & Super Store,,Splasher,,,,,,
73.1123235207399,31.4026051512778,5259931219,node,13,,hospital,,,,,54269766,,,,768813151b384e488d987ad270033db5,,,,,,,1,,2017/12/02 13:40:22,Dr.Shagufta Zaheer Maternity Clinic,,Syed Zeeshan Ahmed90,,,,,hospital,
67.0506468997372,24.9567060282957,3847129039,node,10,,pharmacy,,,,,51755321,,,,07bb860a2f92426b97b44ca21af3c426,,,,,,,3,,2017/09/05 16:15:06,Corner Chemist,,Imran999,,,,,,
73.0787036232919,31.4210776924058,6344941785,node,10,,clinic,,,,,68257307,,,,cb39ba7e4a8a49f2ac684ecfa9a30ba2,,,,,,,1,,2019/03/18 12:48:16,Shezad medical store,,Ali Musa,,,,,,
,,256582068,way,13,,hospital,,,,,27639657,,,,8d256f0082fb46bd8dcf4b908d4bcc81,,,,,,,4,yes,2014/12/22 21:44:26,RHC Mandra,,andygol,,,,,,
73.0406176801951,31.4180629732914,5259596759,node,17,,hospital,,,,,54264595,,,,74adfc457f7840b0a8e63ac1d5573e50,,,,,,,1,no,2017/12/02 09:38:05,Government Veterinary Hospital Chak No 220 RB Faisalabad,,Syed Zeeshan Ahmed90,,,,,hospital,
74.2002593486688,32.1744269725681,4905664785,node,10,,hospital,,,,,49393865,,,,79b83fcc92f540fc9a2ced1a736ee5c1,,,,,,,1,,2017/06/09 10:51:21,Bashir Butt Memorial Hospital,,Imran999,,,,,,
74.3630702741014,31.5019343919214,5259654964,node,13,,hospital,,,,,54265454,,,,9527e05beddd4aa5a76c5fec080fab5e,,,,,,,1,,2017/12/02 10:23:27,Cavalry Hospital Lahore,,SAFB13,,,,,hospital,
67.0129953906818,24.940999599034,5147772667,node,10,,clinic,,,,,52765358,,,,9f66944488334ce4be221aac42813d03,,,,,,,2,,2017/10/09 16:44:30,Sajid Clinic,,Arshan Arshan,,,,,,
67.1188282338167,24.8379986657053,4769518748,node,10,,hospital,,,,,54267930,,,,820cfed90c254fb6ab3215e5dca4ee77,,,,,,,3,,2017/12/02 12:23:45,East Side Hospital - Korangi,,Splasher,,,,,,
68.3650178302418,25.4119754694116,4838571870,node,10,,clinic,,,,,48452671,,,,44363232163740bf9f8b9f1982ce2bcf,,,,,,,1,,2017/05/06 13:44:01,Sindh Institute of Ophthalmology Eye Hospital Hyderabad,,Imran999,,,,,,
71.6824778762419,29.3913605278134,4502424990,node,10,,pharmacy,,,,,49660956,,,,044934e8dc044174b1bcb06cd6ed8665,,24/7,,,,,2,,2017/06/19 08:57:21,,,Imran999,,,,,,
